row_index,original_text,detected_entities,entity_types,confidence_scores
154,"2 Warrenpoint Rd, Newry BT34 2QX, UK",PERSON:Warrenpoint Rd; LOCATION:Newry; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
155,"25 Merchants Quay, Newry BT35 7QT, UK",LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
156,"10 Dublin Rd, Newry BT35 8DA, UK",LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
157,"67 The Village, Jonesborough, Newry BT35 8HR, UK",LOCATION:The Village; LOCATION:Jonesborough; LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
158,"12 Trevor Hill, Newry BT34 1DN, UK",PERSON:Trevor Hill; LOCATION:Newry; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
159,"37 Kilkeel Rd, Annalong, Newry BT34 4TJ, UK",PERSON:Kilkeel Rd; LOCATION:Annalong; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
160,"33 Stonegarth, Carlisle CA2 6PD, UK",LOCATION:Stonegarth; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
161,"29 Lowther St, Carlisle CA3 8EN, UK",PERSON:Lowther St; LOCATION:Carlisle; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
162,"69 English St, Carlisle CA3 8LQ, UK",NRP:English; LOCATION:St; LOCATION:Carlisle; LOCATION:UK,NRP; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
163,"St. Nicholas Gate Retail Park, London Rd, Carlisle CA1 2EA, United Kingdom",LOCATION:London Rd; LOCATION:Carlisle; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
164,"54 Scotland Rd, Carlisle CA3 0HA, UK",LOCATION:UK,LOCATION,0.850
165,"19 Willowbank, Carlisle CA2 5RY, UK",LOCATION:Carlisle; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
166,"16 Bank St, Carlisle CA3 8HE, UK",LOCATION:Carlisle; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
167,"St Nicholas Gate Retail Park, London Road, Carlisle CA1 2EA, United Kingdom",LOCATION:London Road; LOCATION:Carlisle; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
168,"491 Warwick Rd, Carlisle CA1 2SB, UK",PERSON:Warwick Rd; LOCATION:Carlisle; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
169,"34 Central Ave, Carlisle CA1 3QB, UK",LOCATION:Carlisle; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
170,"Fusehill St, Carlise CA1 2HH, UK",PERSON:Fusehill St; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
171,"Carlisle CA3 8HS, UK",PERSON:Carlisle CA3 8HS; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
172,"10 Petteril Bank Rd, Carlisle CA1 3AH, UK",LOCATION:Carlisle; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
173,"33 English St, Carlisle CA3 8JX, UK",NRP:English; LOCATION:St; LOCATION:Carlisle; LOCATION:UK,NRP; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
174,"English Gate Plaza, Botchergate, Carlisle CA1 1NT, United Kingdom",LOCATION:Botchergate; LOCATION:Carlisle; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
175,"37 Castle St, Carlisle CA3 8SY, UK",LOCATION:Carlisle; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
176,"Brampton Rd, Carlise CA3 9AY, UK",LOCATION:Brampton Rd; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
177,"Montgomery Way, Carlisle CA1 2RT, UK",PERSON:Montgomery Way; LOCATION:Carlisle; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
178,"8-12 Grinsdale Ave, Carlisle CA2 7LX, UK",PERSON:Grinsdale Ave; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
179,"2 Petteril Bank Rd, Carlisle CA1 3AH, UK",LOCATION:Carlisle; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
180,"Fulham Rd, CHELSEA SW10 9UZ, UK",LOCATION:UK,LOCATION,0.850
181,"Imperial College Administratio 25 Farmers Drive Farmers Drive Imperial College, London SW7 2AZ, United Kingdom",LOCATION:London; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
182,"55 Kensington High St, Kensington, London W8 5EQ, UK",LOCATION:Kensington; LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
183,"208 - 212 Kensington High St, Kensington, London W8 7RG, UK",LOCATION:Kensington High St; LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
184,"Hilton Olympia, 380 Kensington High St, Kensington, London W14 8NL, UK",PERSON:Hilton Olympia; NRP:Kensington; LOCATION:Kensington; LOCATION:UK; US_DRIVER_LICENSE:W14,PERSON; NRP; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
185,"112-114 Kensington High St, Kensington, London W8 4SN, UK",LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
186,"Fulham Rd, Chelsea, London SW10 9NH, UK",LOCATION:Chelsea; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
187,"237 King's Rd, Chelsea, London SW3 5EJ, UK",LOCATION:Chelsea; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
188,"18 Cromwell Pl, Kensington, London SW7 2LB, UK",LOCATION:Kensington; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
189,"75 Sloane Ave, Chelsea, London SW3 3DH, UK",PERSON:Sloane Ave; LOCATION:Chelsea; LOCATION:London; DATE_TIME:3DH; LOCATION:UK,PERSON; LOCATION; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
190,"47 Exhibition Rd, South Kensington, London SW7 2AZ, UK",LOCATION:South Kensington; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
191,"97 Cromwell Rd, Kensington, London SW7 4DN, UK",LOCATION:Kensington; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
192,"1-15 Templeton Pl, Kensington, London SW5 9NB, UK",LOCATION:Kensington; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
193,"2 Smith St, Chelsea, London SW3 4EE, UK",PERSON:Smith St; LOCATION:Chelsea; LOCATION:London; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
194,"Warwick Rd, Kensington W14 8PB, UK",PERSON:Warwick Rd; LOCATION:Kensington; LOCATION:W14 8PB; LOCATION:UK; US_DRIVER_LICENSE:W14,PERSON; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
195,"Barclays Bank Plc, 114 Gloucester Rd, Kensington, London SW7 4SE, UK",LOCATION:Gloucester Rd; LOCATION:Kensington; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
196,"4S, Underground Station, Pelham St, London SW7 2NA, United Kingdom",DATE_TIME:4S; LOCATION:Underground Station; LOCATION:Pelham St; LOCATION:London; LOCATION:2NA; LOCATION:United Kingdom,DATE_TIME; LOCATION; LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850; 0.850
197,"147 Cromwell Rd, Kensington, London SW5 0TH, UK",LOCATION:Kensington; LOCATION:London; DATE_TIME:0TH; LOCATION:UK,LOCATION; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
198,"65 Kensington Church St, Kensington, London W8 4BU, UK",LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
199,"11b Russell Gardens, Kensington, London W14 8EZ, UK",LOCATION:Russell Gardens; LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W14,LOCATION; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
200,"Kelbrook Rd, Barnoldswick BB18 5BX, UK",PERSON:Kelbrook Rd; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
201,"71 Victoria Rd, Earby, Barnoldswick BB18 6UN, UK",PERSON:Victoria Rd; LOCATION:Earby; PERSON:Barnoldswick BB18; LOCATION:UK,PERSON; LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850; 0.850
202,"Pendle St, Nelson BB9 8PH, UK",PERSON:Nelson; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
203,"primet business centre, office units 5, Burnley Rd, Colne BB8 8DQ, United Kingdom",PERSON:Burnley Rd; LOCATION:United Kingdom,PERSON; LOCATION,0.850; 0.850
204,"Grove Mills, Norfolk Street, Colne BB8 9HY, United Kingdom",LOCATION:United Kingdom,LOCATION,0.850
205,"Surrey Rd, Nelson BB9 7TZ, UK",PERSON:Nelson; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
206,"209 Railway St, Nelson BB9 0QL, UK",PERSON:Nelson; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
207,"7 Brennand St, Burnley BB10 1SU, UK",LOCATION:Brennand St; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
208,"46 Albert Rd, Colne BB8 0AD, UK",PERSON:Albert Rd; PERSON:Colne BB8; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
209,"214 Colne Rd, Burnley BB10 1DY, UK",LOCATION:Burnley; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
210,"21 Skipton Rd, Colne BB8 0NQ, UK",PERSON:Skipton Rd; LOCATION:Colne BB8; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
211,"11-13 Burnley Rd, Padiham, Burnley BB12 8NA, UK",PERSON:Burnley Rd; LOCATION:Padiham; PERSON:Burnley BB12 8NA; LOCATION:UK,PERSON; LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850; 0.850
212,"Casterton Ave, Burnley BB10 2PQ, UK",LOCATION:Burnley; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
213,"23 Halifax Rd, Brierfield, Nelson BB9 5BG, UK",LOCATION:Halifax Rd; LOCATION:Brierfield; PERSON:Nelson; DATE_TIME:5BG; LOCATION:UK,LOCATION; LOCATION; PERSON; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
214,"217 Barden Ln, Burnley BB10 1HY, UK",PERSON:Barden Ln; LOCATION:Burnley; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
215,"78 Skipton Rd, Barnoldswick BB18 5EG, UK",PERSON:Skipton Rd; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
216,"51-53 Gisburn Rd, Barnoldswick BB18 5HB, UK",PERSON:Barnoldswick BB18 5HB; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
217,"146 Burnley Rd, Briercliffe, Burnley BB10 2HJ, UK",PERSON:Burnley Rd; LOCATION:Briercliffe; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
218,"202 Briercliffe Rd, Burnley BB10 2NZ, UK",LOCATION:Burnley; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
219,"Gisburn Road, Barrowford, Nelson BB9 6EP, United Kingdom",LOCATION:Barrowford; PERSON:Nelson; LOCATION:United Kingdom,LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850
220,"Westbury Leigh, Wiltshire BA13 3GL, UK",PERSON:Westbury Leigh; LOCATION:Wiltshire; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
221,"45 Milsom St, Bath BA1 1DU, UK",LOCATION:UK,LOCATION,0.850
222,"Seymour Rd, Trowbridge BA14 8LS, UK",PERSON:Seymour Rd; LOCATION:Trowbridge; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
223,"53-55 The Borough, Downton, Salisbury SP5 3LX, UK",LOCATION:Salisbury; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
224,"Pennings Rd, Tidworth SP9 7LD, UK",LOCATION:UK,LOCATION,0.850
225,"Sainsbury's, Bath Rd, Chippenham SN14 0BJ, UK",LOCATION:Chippenham; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
226,"30 High St, Chippenham SN15 3EY, UK",LOCATION:Chippenham; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
227,"The Commons, Shaftesbury SP7 8JY, UK",LOCATION:Shaftesbury; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
228,"125 High St, Marlborough SN8 1LU, UK",LOCATION:Marlborough; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
229,"6 Sheldon Rd, Chippenham SN14 0BN, UK",PERSON:Sheldon Rd; LOCATION:Chippenham; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
230,"W Cepen Way, Chippenham SN14 6UZ, UK",LOCATION:Chippenham; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
231,"Western Way, Bradford Road, Asda, Melksham SN12 8LQ, United Kingdom",LOCATION:Bradford Road; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
232,"7 The Saw Mills, Bradford-on-Avon BA15 2DB, UK",LOCATION:Bradford; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
233,"53 Silver St, Salisbury SP1 2NG, UK",LOCATION:Silver St; LOCATION:Salisbury; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
234,"64 Meads Rd, Durrington, Salisbury SP4 8BG, UK",PERSON:Meads Rd; LOCATION:Durrington; LOCATION:Salisbury; NRP:SP4; LOCATION:UK,PERSON; LOCATION; LOCATION; NRP; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
235,"38 The Market Pl, Devizes SN10 1JD, UK",LOCATION:UK,LOCATION,0.850
236,"High St, Tisbury SP3 6HA, United Kingdom",LOCATION:United Kingdom,LOCATION,0.850
237,"42 Monmouth St, Bath BA1 1EN, UK",LOCATION:UK,LOCATION,0.850
238,"Green Park Rd, Bath BA1 2DR, UK",LOCATION:Green Park Rd; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
239,"Weymouth St, Warminster BA12 9NT, UK",LOCATION:Weymouth St; LOCATION:Warminster; NRP:9NT; LOCATION:UK,LOCATION; LOCATION; NRP; LOCATION,0.850; 0.850; 0.850; 0.850
240,"Goldsworth Road Industrial Estate, Woking GU21 6ND, UK",PERSON:Woking; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
241,"Unit 1 Lion Retail Park, 151 Oriental Road, Asda, Woking GU22 8BD, United Kingdom",LOCATION:151 Oriental Road; PERSON:Woking GU22 8BD; LOCATION:United Kingdom,LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850
242,"Woking Guildford Road, Woking GU22 7PX, United Kingdom",PERSON:Woking GU22; LOCATION:United Kingdom,PERSON; LOCATION,0.850; 0.850
243,"63-65 High St, Woking GU22 9LN, UK",PERSON:Woking GU22; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
244,"1 High St, Woking GU21 6BG, UK",LOCATION:Woking; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
245,"Horsell High Street, 90 92 Horsell High Street, Woking GU21 4SZ, United Kingdom",LOCATION:Woking; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
246,"106 Hermitage Rd, Woking GU21 8TQ, UK",PERSON:Woking; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
247,"Guildford Road, Woking GU22 7QQ, United Kingdom",PERSON:Woking GU22; LOCATION:United Kingdom,PERSON; LOCATION,0.850; 0.850
248,"St Johns Hill House, St John's Hill Rd, St Johns GU21 7SE, UK",PERSON:St Johns Hill House; PERSON:St John's; PERSON:St Johns; LOCATION:UK,PERSON; PERSON; PERSON; LOCATION,0.850; 0.850; 0.850; 0.850
249,"58-60 Westfield Rd, Woking GU22 9NG, UK",LOCATION:Westfield Rd; PERSON:Woking GU22 9NG; LOCATION:UK,LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850
250,"Wych Hill, Woking GU22 0EU, UK",PERSON:Wych Hill; PERSON:Woking GU22 0EU; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
251,"36 The Peacocks Centre, Woking GU21 6GD, UK",LOCATION:Woking; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
252,"Forsyth Road, Sheerwater, Asda, Woking GU21 5SE, United Kingdom",LOCATION:Forsyth Road; LOCATION:Sheerwater; PERSON:Woking; LOCATION:United Kingdom,LOCATION; LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850; 0.850
253,"Kingfield Rd, Woking GU22 9EJ, UK",PERSON:Kingfield Rd; PERSON:Woking GU22; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
254,"49 Middle Walk, Woking GU21 6XT, UK",PERSON:Middle Walk; PERSON:Woking; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
255,"65 Dartmouth Ave, Woking GU21 5PE, UK",LOCATION:Woking; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
256,"14 Lovelace Dr, Woking GU22 8QU, UK",PERSON:Lovelace Dr; PERSON:Woking GU22 8QU; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
257,"Inkerman Parade, Victoria Rd, Knaphill, Woking GU21 2AW, UK",PERSON:Victoria Rd; LOCATION:Knaphill; LOCATION:Woking; DATE_TIME:2AW; LOCATION:UK,PERSON; LOCATION; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
258,"Gorsewood Rd, Woking GU21 8UX, UK",PERSON:Woking; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
259,"8AA, Maybury Hill, Woking, United Kingdom",LOCATION:Woking; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
260,"58 Broadway, Southend-on-Sea, Leigh-on-Sea SS9 1AF, UK",LOCATION:Broadway; LOCATION:Southend; PERSON:Leigh; LOCATION:UK,LOCATION; LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850; 0.850
261,"Eastern Esplanade, Southend-on-Sea SS1 2ZG, United Kingdom",LOCATION:Southend; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
262,"492A Sutton Rd, Southend-on-Sea SS2 5PN, UK",PERSON:Sutton Rd; LOCATION:Southend; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
263,"96 Prince Ave, Southend-on-Sea SS2 6NN, UK",LOCATION:Southend; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
264,"Southend Victoria Train Station, Southend-on-Sea SS2 6AZ, United Kingdom",LOCATION:Southend; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
265,"165-169 Hamlet Ct Rd, Southend-on-Sea, Westcliff-on-Sea SS0 7EL, UK",LOCATION:Southend; LOCATION:Westcliff; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
266,"229-231 Leigh Rd, Southend-on-Sea, Leigh-on-Sea SS9 1JA, UK",PERSON:Leigh Rd; LOCATION:Southend; PERSON:Leigh; LOCATION:UK,PERSON; LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850; 0.850
267,"Prince Ave, Southend-on-Sea, Westcliff-on-Sea SS0 0JP, UK",PERSON:Prince Ave; LOCATION:Southend; LOCATION:Westcliff; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
268,"232 London Rd, Southend-on-Sea, Westcliff-on-Sea SS0 7JG, UK",LOCATION:London Rd; LOCATION:Southend; LOCATION:Westcliff; LOCATION:UK,LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
269,"Ness Rd, Shoeburyness SS3 9HQ, UK",LOCATION:UK,LOCATION,0.850
270,"24 The Fairway, Southend-on-Sea, Leigh-on-Sea SS9 4QL, UK",PERSON:Leigh; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
271,"Southchurch Ave, Southend-on-Sea SS1 2RP, UK",LOCATION:Southend; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
272,"113-115 Hamlet Ct Rd, Southend-on-Sea, Westcliff-on-Sea SS0 7ES, UK",LOCATION:Southend; LOCATION:Westcliff; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
273,"82 Bridgwater Dr, Southend-on-Sea, Westcliff-on-Sea SS0 0DH, UK",PERSON:Bridgwater Dr; LOCATION:Southend; LOCATION:Westcliff; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
274,"1 Pier Hill, Southend-on-Sea SS1 2EQ, UK",LOCATION:Southend; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
275,"10 Broadway, Southend-on-Sea, Leigh-on-Sea SS9 1AP, UK",LOCATION:Broadway; LOCATION:Southend; PERSON:Leigh; LOCATION:UK,LOCATION; LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850; 0.850
276,"Western Esplanade, Southend-on-Sea, Westcliff-on-Sea SS0 7QY, UK",LOCATION:Western Esplanade; LOCATION:Southend; LOCATION:Westcliff; LOCATION:UK,LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
277,"Pembury Mansions, 302 Station Rd, Southend-on-Sea, Westcliff-on-Sea SS0 8DZ, UK",LOCATION:Southend; LOCATION:Westcliff; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
278,"600 London Rd, 0, Southend-on-Sea, Westcliff-on-Sea SS0 9HS, UK",LOCATION:0; LOCATION:Southend; LOCATION:Westcliff; LOCATION:UK,LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
279,"51 High St, Southend-on-Sea, Leigh-on-Sea SS9 2EP, UK",PERSON:Leigh; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
280,"125 Lothian Rd, Edinburgh EH3 9HD, UK",LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
281,"79 South Bridge, Edinburgh EH1 1HN, UK",LOCATION:Edinburgh; DATE_TIME:1HN; LOCATION:UK,LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850
282,"127-129 Corstorphine Rd, Edinburgh EH12 5SG, UK",LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
283,"162 Restalrig Rd S, Edinburgh EH7 6EH, UK",PERSON:Restalrig Rd S; LOCATION:Edinburgh; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
284,"76 Hanover St, Edinburgh EH2 1EL, UK",PERSON:Hanover St; LOCATION:Edinburgh; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
285,"Princes Mall, Edinburgh EH1 1BQ, UK",LOCATION:Edinburgh; DATE_TIME:1BQ; LOCATION:UK,LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850
286,"George IV Bridge, Edinburgh EH1 2LP, UK",PERSON:George IV Bridge; LOCATION:Edinburgh; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
287,"39 Glenvarloch Cres, Edinburgh EH16 6AS, UK",PERSON:Glenvarloch Cres; LOCATION:Edinburgh; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
288,"12-14 Grassmarket, Edinburgh EH1 2JU, UK",PERSON:Grassmarket; LOCATION:Edinburgh; DATE_TIME:2JU; LOCATION:UK,PERSON; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
289,"11 Cowgatehead, Edinburgh EH1 1JY, UK",LOCATION:Edinburgh; DATE_TIME:1JY; LOCATION:UK,LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850
290,"95 South Bridge, Edinburgh EH1 1HN, UK",LOCATION:Edinburgh; DATE_TIME:1HN; LOCATION:UK,LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850
291,"31 Hanover St, Edinburgh EH2 2EB, UK",PERSON:Hanover St; LOCATION:Edinburgh; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
292,"207a Leith Walk, Edinburgh EH6 8NX, UK",LOCATION:Leith Walk; LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
293,"59 George IV Bridge, Edinburgh EH1 1AD, UK",PERSON:George IV Bridge; LOCATION:Edinburgh; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
294,"150 Fountainbridge, Edinburgh EH3 9PE, UK",LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
295,"47 London Rd, Edinburgh EH7 5SP, UK",LOCATION:London Rd; LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
296,"72 George St, Edinburgh EH2 3BX, UK",PERSON:George St; LOCATION:Edinburgh; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
297,"131-133 Princes St, Edinburgh EH2 4AH, UK",LOCATION:St; LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
298,"118 Princes St, Edinburgh EH2 4AA, UK",LOCATION:St; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
299,"26-28 Home St, Edinburgh EH3 9LZ, UK",LOCATION:Home St; LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
300,"Priestly Road, Basingstoke, Hampshire RG24 9NL, United Kingdom",LOCATION:Basingstoke; LOCATION:Hampshire; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
301,"Portway Businesspark, Joule Road, Andover SP10 3UX, United Kingdom",PERSON:Portway Businesspark; LOCATION:Joule Road; LOCATION:Andover; LOCATION:United Kingdom,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
302,"51 High St, Winchester SO23 9BU, UK",LOCATION:Winchester; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
303,"26 High St, Gosport PO12 1DG, UK",NRP:Gosport; LOCATION:UK,NRP; LOCATION,0.850; 0.850
304,"B57, University Rd, Southampton SO17 1TL, UK",LOCATION:Southampton; LOCATION:UK; US_DRIVER_LICENSE:B57,LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
305,"Chineham, Basingstoke RG24 8BE, UK",LOCATION:Chineham; LOCATION:Basingstoke; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
